replicate,r0.5_rho0.0_pooled_main,r0.5_rho0.0_low_main,r0.5_rho0.0_medium_main,r0.5_rho0.0_high_main,r0.5_rho0.0_pooled_control,r0.5_rho0.0_low_control,r0.5_rho0.0_medium_control,r0.5_rho0.0_high_control,r0.5_rho0.5_pooled_main,r0.5_rho0.5_low_main,r0.5_rho0.5_medium_main,r0.5_rho0.5_high_main,r0.5_rho0.5_pooled_control,r0.5_rho0.5_low_control,r0.5_rho0.5_medium_control,r0.5_rho0.5_high_control,r0.5_rho0.9_pooled_main,r0.5_rho0.9_low_main,r0.5_rho0.9_medium_main,r0.5_rho0.9_high_main,r0.5_rho0.9_pooled_control,r0.5_rho0.9_low_control,r0.5_rho0.9_medium_control,r0.5_rho0.9_high_control
28,-0.060686902955093325,0.0018412698412698658,-0.0557509157509157,-0.1113612244897959,0.232002544301053,0.25943228630278065,0.2338919901705942,0.1993103638615484,0.13367540357576818,0.2066769278128367,0.1432683576652258,0.06370283273695651,0.03856667892701407,0.0628720655819153,0.04105425296456912,0.023005372492056673,0.17444124516291531,0.2751442069741282,0.17331741522093935,0.09682396754671811,0.002181017639513335,0.0059830014285061975,0.003654869171130559,0.001246168856824166
29,-0.05992915668918458,0.01598297213622296,-0.06087940017791332,-0.10689354177248525,0.23378714850019122,0.2649347107438017,0.2383500246082721,0.19894449158887836,0.13627369040980888,0.21473107367566469,0.15092465455809506,0.07862976406533574,0.03977357200270289,0.05986896207201323,0.04008848354527367,0.023306176460012866,0.17939804364183598,0.28383040935672516,0.1707321063394683,0.10092207941558193,0.002324901465784311,0.005519639783979718,0.0025326185732031693,0.0012380841894849472
30,-0.05833970972247521,0.03609124922053625,-0.060073271163860936,-0.09983080040526848,0.23483769707269184,0.26239849654124514,0.2366848360198985,0.2002245755278136,0.14001285111070316,0.20084770346494762,0.13860361898258794,0.08705901965006355,0.03746645730449264,0.06428711073872365,0.04167052765038272,0.02288832392545271,0.17166134468521724,0.2606189113404446,0.1772139536962546,0.09526133051114948,0.0022706297701536662,0.006368310007736126,0.0030879966742476013,0.0011819952221759408
31,-0.06250643051043561,0.0061472308221534044,-0.05805286401687437,-0.09851328172082893,0.2331567566141201,0.2648711934013156,0.23767522895654453,0.19516713584105888,0.1352986241400876,0.2148413837079547,0.14332856500592633,0.06354475350567387,0.038174896722526164,0.06063817748659918,0.041162339336010156,0.023036293947854065,0.18187323821876353,0.2659373348433371,0.18240423467570588,0.10523939112161362,0.0022711138366784574,0.005902697508283816,0.002938229475574348,0.0011251000155968784
32,-0.061086823682247965,0.027940542549238334,-0.049859756097560964,-0.10127118804568097,0.23103787924255872,0.2618391350210971,0.23634512380854597,0.20085650230816593,0.1383364642737337,0.20115779645191412,0.13662998485613329,0.07527006849842224,0.04039101386547911,0.059479946205071466,0.04070937192888412,0.022480888846333723,0.17381538197326618,0.2702803967685858,0.17849119661808488,0.0961476889976051,0.0023131902814642856,0.00667615716653178,0.004047563556272803,0.0010837046558949508
33,-0.05766592698951398,-0.006089219330855045,-0.05746674578450281,-0.11094228249758849,0.23306436674522996,0.26326848874598074,0.2386871842941207,0.1994881490985212,0.12957539370078747,0.2100932915263423,0.14749079667256493,0.06817859725234994,0.03710180055051384,0.06191980981118274,0.040122394339261805,0.023664477553070697,0.17195032041096608,0.2623786313121466,0.1815461538461538,0.08950737463126841,0.002356364346045133,0.0063421837813904085,0.00315953766777358,0.0011727368346600778
34,-0.05102757470230543,0.002793650793650737,-0.05619005847953221,-0.1037368715866125,0.2367023860629147,0.2632627830552532,0.24077414527712687,0.1976768410852713,0.14089207586017166,0.2115819573840052,0.13214129244249728,0.0712859767299449,0.039513340416631196,0.06321808022887604,0.04450159972664865,0.022860032296475125,0.17184919463576398,0.25775547703180207,0.1738390038345325,0.10604778691735212,0.0022508855931956673,0.006479462404071736,0.004384341812095731,0.0013257092056857302
35,-0.0576786480786817,0.02004239766081861,-0.06775401069518713,-0.10312330623306235,0.23403243750546038,0.2618444811370857,0.23744201057811481,0.20089971735687379,0.12599657057121422,0.20453577764636308,0.14730036855036854,0.07769136978472091,0.039577626277363664,0.06407519266515511,0.03991299879124777,0.022065749365184396,0.1700580096117066,0.2713474620617478,0.17964020896528482,0.10099784892460438,0.0022603789536106214,0.0056359797185485255,0.00436570891356719,0.001176579929326108
36,-0.05461935925165917,0.016057971014492745,-0.06659001956947158,-0.10025084548366146,0.23343859063814976,0.2635222983619773,0.2377283848075291,0.19943752941884293,0.13517970062066445,0.1964370361736022,0.14290387773146399,0.07177600250626565,0.04022630592075635,0.0649889344482951,0.04375783506050743,0.02252755556561463,0.1808855937348227,0.2517378787878788,0.1809102009102009,0.08680396132378009,0.002402111746590406,0.0056864454374526835,0.0029816533338391446,0.0012429474915613605
37,-0.06272560486182777,0.0181931160523911,-0.055289776994155465,-0.11055163603634989,0.2324048951961661,0.2634195649889671,0.23959796848300738,0.19513826366559486,0.13763521552118607,0.19685277500830842,0.1403219159008633,0.06500553709856036,0.0380099262023056,0.06404804922754648,0.041303330734098254,0.02338705428070783,0.16901144310235222,0.26653016469745805,0.16160103785103788,0.0872023715786304,0.0021643628304336207,0.005715602273867856,0.0035096081101528218,0.0011893656382236297
38,-0.05978247282140631,0.0061090679836082185,-0.06258028169014085,-0.1094182113381139,0.23080784557263367,0.261462312867388,0.2407285500815184,0.200524091841783,0.1376776615714669,0.21836276083467093,0.1498996539792387,0.06298966996874504,0.040771481086141245,0.06231364124597207,0.039130007689542945,0.023031303087147306,0.1786580093322979,0.25646007151370676,0.1814640324214793,0.08833335585676896,0.002340857065605939,0.005378773546660897,0.004246456401152534,0.0012260790173994618
39,-0.06834340663071967,0.021133333333333393,-0.08007638809713824,-0.11315742185652812,0.23344435598383667,0.2615424540186445,0.24092691237162875,0.19788403172527122,0.14119827681161196,0.18773914721203938,0.1359801684801685,0.08009296337318829,0.039314234611856645,0.06680257856567286,0.040994639489293855,0.02282142407884446,0.175324904588174,0.27349414543444395,0.17679151326347586,0.0900466671181515,0.00219579274776404,0.006461686027922832,0.0027423519376628194,0.0013460011267952283
40,-0.059745234821868054,-0.004314486775054582,-0.06350055741360086,-0.10792171885409726,0.2324753747986619,0.2655376095985233,0.2401306436025461,0.19814123370335654,0.14933385198871924,0.20898006233189606,0.13234798409994325,0.07331408838288461,0.038594616525640266,0.06192649859136318,0.042951908875715705,0.02260125046659202,0.17645503649536096,0.28360288115246096,0.17961846611100346,0.10109033168666198,0.002189515714457413,0.005870796232349634,0.0037125226691654897,0.0013654835877133682
41,-0.0618122509498657,0.01878571428571424,-0.05435208417644677,-0.09772205045994123,0.23499443413729126,0.2666063946750661,0.23779147764904024,0.1977631412743382,0.1387037728103892,0.20155251515648043,0.14051980478946774,0.07777565982404691,0.03973987158803775,0.06090719151963392,0.04047416446639396,0.024157408635315562,0.17435650818876994,0.25843932005959636,0.178984591914569,0.09001606215681147,0.0022402395923813642,0.006068760909944744,0.00347560467213923,0.0011750622063543548
42,-0.05253805620608901,0.010279720279720295,-0.04552631578947372,-0.10357399856080599,0.2340083861082294,0.2558776418242492,0.23960290827740494,0.1978688094363301,0.13804607487166648,0.19693092134432916,0.14044686496299402,0.07304954959635104,0.03871161190034152,0.06142121426385387,0.040543040124968774,0.022910384511489034,0.18867166980890057,0.2580665640631011,0.17820197936153523,0.09267779931414942,0.002127369891996557,0.006328587483085429,0.003182195433378405,0.0011482220470068576
43,-0.056388781812419186,-0.0025184082071647573,-0.053487349809514445,-0.095307009336078,0.23028006391496933,0.26207425007425006,0.24134653019556795,0.19702794631366058,0.14630993233680378,0.21041095890410957,0.1489838952612675,0.07293157589061594,0.039890274871045545,0.06006820403447971,0.04242787268804356,0.024399918668086534,0.17613807982740023,0.24604078533463497,0.1955663850985488,0.09189147448849255,0.0028004909315264004,0.005469281893337664,0.0035092974997907554,0.0013084568505538421
44,-0.05992567761708653,-0.0036422569027610985,-0.0679861082399636,-0.10792576562397538,0.2328928406395856,0.2640114853844576,0.241928684401868,0.19655210452552105,0.13364745805581316,0.22579300809796563,0.13661298598776397,0.07536788124156546,0.03749324284343071,0.06289426656738646,0.04137873920899418,0.023173832576693386,0.17997290139984967,0.2664722914072229,0.17758984490763605,0.10644812937407722,0.0022358798131994,0.006094728279027874,0.0029496115920801466,0.0012082578762130335
45,-0.05303669839679356,0.00365823180256164,-0.05312211981566825,-0.09745538466959114,0.23412126625211988,0.26191081517352705,0.24272193575749457,0.2002417661947922,0.1298321428571429,0.2079059829059829,0.1325577663671374,0.07662500800102412,0.039851246950393056,0.063415640285226,0.04127548507830198,0.022862470313450702,0.17367112199925547,0.26812250090876044,0.17586905187835417,0.10207501029030777,0.0022421486912193624,0.005272251353215761,0.00276973410437803,0.0012639365790885187
46,-0.05615170600986563,0.0008110824002297012,-0.03140918427230044,-0.10554242749731471,0.22990717770257402,0.26113098856563904,0.2398848243325351,0.19880509785881567,0.14179588585866906,0.20892720306513413,0.15831389591814285,0.07685062084535306,0.0397562909408177,0.06352114433935131,0.0406313363710504,0.02245776559211255,0.16167536729062568,0.25830950393407104,0.18897494740868234,0.08792728671732232,0.0021627792996280412,0.006231149575314891,0.0032016315856795673,0.0011863975446099028
47,-0.0627504037678989,0.011610877650582052,-0.05659764405812667,-0.09306284153005465,0.23199106112640172,0.26384632494186633,0.2423255067025035,0.19554635530539144,0.14544267645858838,0.20543840579710143,0.14490064734027575,0.07683376033257602,0.038273531440701364,0.06505385920030858,0.04108744435860648,0.021761669228312994,0.1671042116199153,0.26503367529625743,0.18699749999999998,0.09977406928935058,0.0022276125290207963,0.0057017580685035756,0.003920730304611535,0.0012807705115397382
48,-0.056127020025646374,0.0019003046492119258,-0.06191025641025641,-0.0897890196992656,0.2320251214400647,0.2588413166196248,0.2379216093083925,0.20111349066597572,0.13265654920117748,0.22840678591185692,0.13517115187218282,0.07263842783162927,0.03961568904790604,0.05947466467958271,0.04154194538315695,0.022823824742529825,0.17678273631658759,0.26810940846927006,0.18133437133262845,0.10672957545486977,0.0028719502827735492,0.0058309104510061854,0.0027083727936069793,0.0013893411483772954
49,-0.05234526538529358,-0.007439467849224002,-0.06319270048551812,-0.09898381722989051,0.2325342930149907,0.2594148727039462,0.24191681735985535,0.19814758605270685,0.14359825103404456,0.23133903133903136,0.14180535068691252,0.07754071942970037,0.0377019074404667,0.06275196572944239,0.045524058655267374,0.022241138892059868,0.18626087366669142,0.26079825897714914,0.1696095787667068,0.0852626893256401,0.002214533287993599,0.005987217803117385,0.003591671174873943,0.0012334568419269214
50,-0.057938413232739266,0.019767676767676767,-0.05684178816724908,-0.10525997352996785,0.23633882140749865,0.25891311765652664,0.2411519417934423,0.1996546958847072,0.14915315703152238,0.2081161971830986,0.1474398613518198,0.06552170720845416,0.04044369774182951,0.06197759639741064,0.04326815950609282,0.022748538011695907,0.1758748299319728,0.26896364932287953,0.1714617248827775,0.09793466476462195,0.0022346387798929147,0.006255443770258162,0.003403862173419158,0.0012650828518511667
51,-0.05294312169312165,0.02129395218002811,-0.0676327044025157,-0.09570962962962966,0.22913201200512354,0.2637360891304485,0.239235193932967,0.1993534433580038,0.13232621951219517,0.2064245359160613,0.14805087252292223,0.06784109529184723,0.040828897321450466,0.06279948931747054,0.0423987749452322,0.023202596223944223,0.16857829759193116,0.2674971461187215,0.16352875586854465,0.09274387275552809,0.0023149717877428075,0.006329310052395863,0.002327100337818841,0.001287497445198748
52,-0.06048359675537046,0.001740026624296842,-0.05240074045704077,-0.09288043478260871,0.23336057197121202,0.26267746378620227,0.24298164494885804,0.19672969904650467,0.1269021134748233,0.1977642428785607,0.13198359073359073,0.07621408894136167,0.038242661014219984,0.06167372469072883,0.042379167958495556,0.022722703511127453,0.17697841920933452,0.24872247353727184,0.1836860260471665,0.09554913294797687,0.002401811933672591,0.0063000191057041785,0.002634366197183099,0.0014262451156618616
53,-0.04920242914979761,-0.003344566825579487,-0.06996632996633001,-0.10390173884514438,0.23356609600318357,0.26304412846134356,0.23816430494243418,0.20170472334682862,0.15032089185484082,0.20972103271941134,0.16153106487708552,0.07184083025931838,0.039137014056960746,0.06199897048730268,0.041042946744077075,0.022461918461542843,0.1742407639802883,0.2724974902398215,0.17711662459907196,0.0904431139018881,0.00226581883114204,0.006152265294326494,0.00315023959663957,0.0013048057536637469
54,-0.05282243546335902,0.005189759036144548,-0.06119280445883257,-0.09513824168996585,0.2327930512732671,0.2638523026395228,0.23763696777301532,0.1984358745625472,0.14692809246033914,0.19892972972972972,0.1432156432748538,0.07927486768561112,0.039462369440248564,0.05917855355355356,0.040345189343951274,0.022780084108530628,0.17643230585890404,0.2709006734006733,0.17219085487077535,0.0976116393294881,0.0022665263067437186,0.0062863963921965076,0.0029719828849422737,0.0014510574276671625
55,-0.049696125992025164,0.0024871582435790907,-0.059591045302309104,-0.09606497725795973,0.23347175714651872,0.2639852305571023,0.23826558265582654,0.1976415101195451,0.1355999021489594,0.19295642458100565,0.1246676158680283,0.07599135849536152,0.038398986177811074,0.06135134090733442,0.03999578497977543,0.02183935862855681,0.17565913664394683,0.254156040038393,0.16574955908289238,0.10280593958013315,0.0022485856580857257,0.006518645421145455,0.0030883026311154978,0.0012782836656930509
56,-0.058017020573411515,0.0006950515824445391,-0.06574098621420998,-0.1081063007727363,0.23398587478057342,0.260283207020343,0.2400904568068747,0.20245988004538826,0.13696314976372226,0.20465378590078329,0.14440546084742165,0.06756841078973026,0.03981888254883181,0.062703189803053,0.04161451186945809,0.023129477090217947,0.17328603650256624,0.2772871151653364,0.17089262779347553,0.09898353652182976,0.0023354592116997946,0.006125860042824907,0.002343886844872075,0.001186132855914861
57,-0.053606362255110174,0.0003978459171337656,-0.06981116584564862,-0.10413352970054002,0.2325448479857268,0.2624590075585077,0.23964693136192722,0.20212051389470745,0.14187004280027538,0.21301761066158975,0.1344659635666347,0.06316088283301396,0.040041098038562,0.06283381852520296,0.04093428793680283,0.02290979330210829,0.17511429721395586,0.2668613575201834,0.18923945213022234,0.09679357296471083,0.0023974771512303636,0.007380446189365033,0.002952564051568303,0.0012407503617457988
58,-0.05836000000000002,-0.0006785034876347629,-0.05438970990695133,-0.10718459264411788,0.23053407323625053,0.2631321678321678,0.23661810052420598,0.19732911013140436,0.14230540280137302,0.21017139479905433,0.14416572150056714,0.07676582761250952,0.04167465091874409,0.06434811284504166,0.03999597074138357,0.021923831317423995,0.1781840488794825,0.2696840958605665,0.18471794871794872,0.09246076564802563,0.0023434053010048597,0.006693812057986172,0.002735042735042735,0.0012762972321795872
